Gene	Length
AC096921.2	1916
GADL1	7330
hsa-mir-466	84
CNN2P6	900
RNA5SP127	133
AC115283.1	400
AC099540.1	95
THRAP3P1	2786
STT3B	5012
OSBPL10	11976
OSBPL10-AS1	2307
ZNF587P1	1386
ZNF860	3263
RPL21P40	483
NIFKP7	834
GPD1L	4802
AC094019.1	472
RPSAP11	881
AC097639.1	1983
CMTM8	1174
AC097639.2	172
KRT18P15	1291
CMTM7	3751
CMTM6	4413
AC104306.1	371
AC104306.2	436
DYNC1LI1	6132
IGBP1P3	1000
RPL30P4	333
CNOT10	4846
CNOT10-AS1	466
SUGT1P2	992
RPL23AP43	471
TRIM71	8685
CCR4	3095
GLB1	4364
SEC13P1	948
SUMO2P10	288
TMPPE	3966
RN7SL296P	297
CRTAP	6695
AC112211.1	305
SUSD5	5008
AC123900.1	96
FBXL2	7664
UBP1	9760
RNU7-110P	62
RNA5SP128	116
CLASP2	15211
COX6CP10	224
AC112220.1	355
SDAD1P3	333
AC112220.3	502
AC112220.4	1263
AC112220.2	533
PDCD6IP	9038
LINC01811	1135
AC123023.1	555
AC018359.1	574
FECHP1	1214
KRT8P18	1445
RNU6-243P	107
ARPP21	10092
ARPP21-AS1	542
MIR128-2	84
AC104308.1	333
RFC3P1	682
STAC	4396
NBPF21P	1451
RN7SKP227	330
DCLK3	5574
HSPD1P6	2179
LINC02033	1344
AC105749.1	2008
TRANK1	11177
AC011816.1	546
RNU6ATAC4P	126
AC011816.2	556
PRADC1P1	525
EPM2AIP1	8126
MLH1	3532
RPL29P11	492
LRRFIP2	10644
UBE2D3P2	445
RNU6-1301P	104
UBE2FP1	447
AC126118.1	628
AC097359.1	2846
AC097359.3	1210
AC097359.2	2389
GOLGA4	10737
TCEA1P2	906
RNA5SP129	118
C3orf35	3072
ITGA9	8277
RNU7-73P	63
ITGA9-AS1	6651
RPL21P135	791
NDUFAF4P3	525
CTDSPL	5796
MIR26A1	77
VILL	6476
PLCD1	4314
DLEC1	8338
PPP2R2DP1	637
ACAA1	7106
MYD88	3989
OXSR1	6075
SLC22A13	2555
AP006193.1	485
SLC22A14	3659
RNU6-235P	107
DLEC1P1	576
XYLB	5343
ACVR2B-AS1	2517
ACVR2B	15744
EXOG	5223
DDTP1	383
RPL18AP7	524
SCN5A	10017
SCN10A	6418
AC116038.2	99
AC116038.1	484
SCN11A	7703
RNU6-1227P	107
WDR48	7488
GORASP1	6256
TTC21A	7677
CSRNP1	3214
AC092053.3	4975
AC092053.2	1818
XIRP1	6467
DSTNP4	474
CX3CR1	3655
AC092053.1	1936
CCR8	1318
HNRNPA1P21	961
AC104850.1	476
EEF1A1P24	1378
SLC25A38	2151
RPSA	3936
SNORA6	151
AC099332.1	86
MOBP	9237
NFU1P1	774
MYRIP	5872
RNU4-56P	142
EIF1B-AS1	5433
RN7SL411P	298
EIF1B	1912
ENTPD3-AS1	2961
PGAM1P3	565
ENTPD3	3365
RPL14	8626
ZNF619	4514
RNU5B-2P	113
ZNF620	3457
ZNF621	8354
RPL5P10	894
EEF1GP3	1288
AC122683.1	717
HMGN2P24	273
AC099560.2	255
AC099560.1	500
AC099541.1	670
AC009743.1	610
AC104307.1	196
CTNNB1	6614
ULK4	6579
AC099537.1	82
RN7SKP58	305
ATP6V0E1P2	245
RPL36P20	319
GEMIN2P2	715
TRAK1	10992
AC093414.1	514
TPMTP2	726
RNU4-78P	126
CCK	2085
AC018358.1	1402
SALL4P6	1691
EIF4BP4	1780
LYZL4	1013
AC092048.1	93
AC092047.1	240
VIPR1	7384
VIPR1-AS1	5197
SEC22C	8159
SS18L2	1298
NKTR	17356
AC006059.1	785
ZBTB47	3781
RN7SL567P	300
KLHL40	2517
HHATL	2891
CCDC13	4966
HHATL-AS1	1331
CCDC13-AS1	2164
AC099329.3	602
LINC02158	897
HIGD1A	1675
AC099329.1	1956
ACKR2	5457
AC099329.2	3933
AC092042.3	1654
KRBOX1	2943
CYP8B1	4441
HNRNPA1P22	946
ZNF662	5070
KRBOX1-AS1	2134
FAM198A	4411
AC092042.2	331
POMGNT2	2668
AC092042.1	509
AC104434.1	131
SNRK	6981
RN7SL517P	303
AC104184.1	721
SNRK-AS1	750
ANO10	5287
AC097638.1	515
ABHD5	3172
AC006055.1	411
AC006058.2	548
AC006058.3	1069
RNU6-367P	100
MIR138-1	99
AC006058.4	1670
AC006058.1	5067
TOPAZ1	5334
AC104187.1	612
TCAIM	8743
LINC00694	1204
LINC01988	990
ZNF445	18871
ZNF852	4225
AC099669.1	542
EI24P3	1062
AC099669.2	437
ZKSCAN7	4208
ZNF660	6513
MPRIPP1	1089
ZNF197	6767
ZNF197-AS1	623
ZNF35	2663
AC124045.1	1953
SOCS5P3	1576
ZNF502	3273
ZNF501	3910
KIAA1143	5259
KIF15	5285
AC098649.1	660
TMEM42	3106
MIR564	94
TGM4	5443
ZDHHC3	7609
RPL12P44	502
EXOSC7	4442
CLEC3B	1105
RNU5B-3P	115
CDCP1	6507
RPS24P8	402
TMEM158	1813
AC010170.1	861
LARS2	5393
LARS2-AS1	575
LIMD1	12673
AC099539.1	73
LIMD1-AS1	1651
SACM1L	7352
RN7SL145P	294
AC098476.1	1025
SLC6A20	6651
LZTFL1	7201
AC099782.1	474
CCR9	2809
FYCO1	8895
CXCR6	3769
XCR1	5403
NRBF2P2	861
FLT1P1	1320
CCR3	3568
CCR1	2731
UQCRC2P1	1332
CCR2	3733
AC098613.1	656
CCR5	3672
CCRL2	3061
LINC02009	2951
LTF	4247
RTP3	1321
LRRC2	5622
AC104304.2	52
LRRC2-AS1	2297
TDGF1	3006
FAM240A	1826
AC104304.1	426
SNORD77	351
ALS2CL	9057
TMIE	1824
PRSS50	2960
PRSS46	982
PRSS45	1050
AC109583.3	3128
AC109583.1	337
PRSS44	1146
PRSS42	1857
MYL3	1360
PTH1R	2758
AC109583.2	129
CCDC12	4754
NBEAL2	9819
NRADDP	1728
SETD2	10099
MRPL57P3	176
KIF9-AS1	4898
KIF9	5850
KLHL18	7064
AC104447.1	2124
AC099778.1	1998
PTPN23	5981
SCAP	6301
AC099778.2	211
ELP6	3313
BOLA2P2	567
RN7SL870P	294
CSPG5	4366
SMARCC1	7645
AC112512.1	1428
AC130472.1	309
AC026318.1	101
DHX30	7744
MIR1226	75
MAP4	14943
VPS26BP1	755
AC124916.2	224
RN7SL664P	303
AC124916.1	547
CDC25A	4117
SNRPFP4	242
RNU7-128P	62
NDUFB1P1	180
MIR4443	53
CAMP	745
ZNF589	5521
MRPS18AP1	589
FCF1P2	583
NME6	4716
SPINK8	444
MIR2115	100
FBXW12	3488
RN7SL321P	297
PLXNB1	9733
CCDC51	2410
TMA7	1139
AC134772.1	1051
ATRIP	3417
AC134772.2	4552
TREX1	1835
SHISA5	4664
AC104448.1	94
PFKFB4	6107
UCN2	1481
COL7A1	11071
MIR711	76
UQCRC1	3236
TMEM89	662
SLC26A6	6373
CELSR3	13873
MIR4793	87
CELSR3-AS1	196
AC141002.1	279
NCKIPSD	3431
IP6K2	5624
PRKAR2A	6644
PRKAR2A-AS1	3917
SLC25A20	1982
ARIH2OS	1598
ARIH2	8017
AC137630.2	660
AC137630.1	782
AC137630.4	479
P4HTM	7641
WDR6	5304
DALRD3	3682
MIR425	87
NDUFAF3	2434
MIR191	92
IMPDH2	2773
AC137630.3	391
QRICH1	5499
RN7SL182P	298
QARS	4708
USP19	5731
LAMB2	6865
AC135506.1	1799
CCDC71	1781
KLHDC8B	2158
C3orf84	883
CCDC36	4330
AC121247.2	136
AC121247.1	1232
C3orf62	4813
MIR4271	67
USP4	6659
GPX1	1425
RHOA	2582
RHOA-IT1	517
TCTA	2747
AMT	5746
AC104452.1	6807
NICN1	2929
RNA5SP130	114
DAG1	6923
BSN-AS2	2603
BSN	16225
BSN-AS1	461
APEH	4669
MST1	5084
AC099668.1	423
RNF123	7458
AMIGO3	2862
GMPPB	6742
IP6K1	5200
COX6CP14	174
AC139451.1	430
CDHR4	3163
FAM212A	1040
UBA7	4545
MIR5193	109
TRAIP	3263
CAMKV	3900
RN7SL217P	275
ACTBP13	3959
MST1R	5252
AC105935.2	544
AC105935.1	921
MON1A	4532
RBM6	7302
RBM5	10368
RBM5-AS1	1386
SEMA3F-AS1	2949
SEMA3F	4826
MIR566	94
GNAT1	2754
SLC38A3	3968
GNAI2	7650
U73169.1	367
U73166.1	2625
SEMA3B-AS1	338
SEMA3B	5767
LSMEM2	1494
IFRD2	3712
HYAL3	2030
NAT6	2188
HYAL1	3132
HYAL2	4545
TUSC2	2406
RASSF1	3683
RASSF1-AS1	790
ZMYND10-AS1	250
ZMYND10	4009
NPRL2	3677
CYB561D2	3288
Z84492.1	408
TMEM115	2197
CACNA2D2	6322
RNA5SP131	119
C3orf18	3248
HEMK1	19425
AC096920.2	339
CISH	5112
MAPKAPK3	3921
LINC02019	2060
MIR4787	84
DOCK3	8755
AC096920.1	241
AC126120.1	470
ZNF652P1	1309
ST13P14	734
MANF	2111
RBM15B	6641
DCAF1	6690
RP11-89F17.5	484
RAD54L2	11924
RNU6ATAC29P	125
TEX264	5688
RNA5SP132	118
GRM2	7096
IQCF6	446
IQCF4	1174
IQCF3	2102
IQCF2	628
RN7SL504P	247
IQCF5-AS1	2000
IQCF5	512
IQCF1	745
RRP9	1578
PARP3	2928
AC115284.2	2054
GPR62	2191
PCBP4	3738
AC115284.1	547
ABHD14B	3161
ABHD14A	2378
ABHD14A-ACY1	4761
ACY1	4794
RPL29	1912
DUSP7	5648
LINC00696	492
POC1A	2247
ALDOAP1	1078
ALAS1	2536
AC097637.2	1997
TLR9	3870
AC097637.1	3804
TWF2	1824
AC006252.1	1101
PPM1M	3571
WDR82	5726
MIRLET7G	88
GLYCTK	3013
GLYCTK-AS1	1391
MIR135A1	90
DNAH1	13872
AC092045.1	1231
BAP1	5055
PHF7	3367
SEMA3G	5011
TNNC1	1168
NISCH	9161
STAB1	10588
NT5DC2	4719
SMIM4	2482
PBRM1	9654
RNU6-856P	98
RNU6ATAC16P	138
GNL3	3318
SNORD19B	164
SNORD19	144
SNORD69	77
GLT8D1	3783
SPCS1	5324
NEK4	6391
AC104446.1	1321
AC006254.2	279
AC006254.3	884
ITIH1	4544
ITIH3	5921
ITIH4	5462
AC006254.1	6315
ITIH4-AS1	395
MUSTN1	902
TMEM110-MUSTN1	6271
TMEM110	5730
AC099667.1	469
SFMBT1	5676
AC096887.1	1857
AC096887.2	1957
SERBP1P3	809
RFT1	5488
PRKCD	3396
AC097015.1	94
TKT	9507
DCP1A	6125
RN7SL821P	254
CACNA1D	20588
SNORD38	279
AC092035.1	390
SNORD63	282
AC024149.1	92
AC012467.1	340
CHDH	7758
IL17RB	3038
AC012467.2	2583
ACTR8	4066
SELENOK	2165
CABYRP1	1045
CACNA2D3	4670
RPS15P5	432
ESRG	3140
CACNA2D3-AS1	2078
LRTM1	1584
AC092059.1	429
LINC02017	474
LINC02030	1602
AC121764.2	587
AC121764.3	384
WNT5A	7397
WNT5A-AS1	500
AC121764.1	563
ERC2	7933
AC025572.1	553
ERC2-IT1	2177
MIR3938	103
RN7SKP45	304
RNA5SP133	119
CCDC66	9267
FAM208A	9824
ARHGEF3	6594
ARHGEF3-AS1	647
SPATA12	2413
AC097358.2	1159
IL17RD	9561
AC097358.1	582
HESX1	1248
APPL1	7033
ASB14	3232
DNAH12	10690
RNU6-1181P	106
RNF7P1	342
AC092418.1	623
RNU6-108P	107
RNU6-483P	108
PDE12	8947
ARF4	2595
ARF4-AS1	597
RNU6ATAC26P	126
DENND6A	5124
DENND6A-AS1	364
AC114480.1	2919
SLMAP	14147
AC099777.1	1070
PPIAP16	487
FLNB	13952
FLNB-AS1	3709
AC137936.1	845
AC137936.2	1659
DNASE1L3	3148
ABHD6	3589
RPP14	8374
HTD2	2119
AC098479.1	154
PXK	5354
AC135507.2	309
PDHB	4717
AC135507.1	561
AC116036.2	462
KCTD6	3068
ACOX2	3859
AC116036.1	367
FAM107A	5321
AC119424.1	350
FAM3D-AS1	821
FAM3D	1640
C3orf67	9455
C3orf67-AS1	2551
AC114400.1	681
AC138057.1	696
AC126121.2	698
AC126121.1	553
FHIT	5439
NPCDR1	321
AC104164.3	1258
AC104164.2	495
AC104164.1	590
AC104164.4	493
PTPRG	14629
AC096919.1	652
RNU2-10P	211
AC104849.1	405
PTPRG-AS1	4496
C3orf14	4430
FEZF2	2193
CADPS	14638
AC012519.1	610
RN7SL863P	294
RNU6-139P	110
AC096915.1	512
LINC00698	2745
KRT8P35	1338
UBL5P3	231
SYNPR	4224
AC099545.1	81
SYNPR-AS1	558
RNA5SP134	96
SNTN	4651
AC104162.1	3606
C3orf49	1581
THOC7	1784
THOC7-AS1	673
ATXN7	9172
AC012557.3	255
PSMD6-AS2	2456
AC012557.1	611
PSMD6	9123
PSMD6-AS1	441
AC012557.2	418
PRICKLE2-AS1	6505
LINC00994	2129
PRICKLE2	14747
PRICKLE2-AS2	496
PRDX3P4	747
PRICKLE2-AS3	2496
AC096888.1	565
RNU6-739P	103
ADAMTS9	10680
ADAMTS9-AS1	6949
ADAMTS9-AS2	7232
LINC02040	556
AC104331.1	84
MAGI1	11649
AC121493.1	450
AC104438.1	545
ILF2P1	1168
RPL17P17	557
MAGI1-IT1	2567
MAGI1-AS1	591
AC106827.2	101
AC106827.1	431
SLC25A26	5850
RNU6-787P	107
RN7SL482P	296
LRIG1	7032
AC104440.1	343
RPL21P41	264
KBTBD8	4736
AC114401.1	2110
SUCLG2	3090
NDUFB4P1	381
SUCLG2-AS1	3032
AC113171.1	102
FAM19A1	2933
COPS8P2	627
AC107626.1	183
AC096922.1	745
PSMC1P1	1320
FAM19A4	3297
RNA5SP135	125
EOGT	5645
AC109587.1	3746
TMF1	6999
MIR3136	78
UBA3	4106
ARL6IP5	2522
LMOD3	4276
FRMD4B	9993
RBM43P1	1081
AC099328.1	1030
AC099328.2	455
AC104445.1	749
MITF	7193
RN7SL418P	289
AC099326.1	86
SAMMSON	15695
AC139700.1	1540
UQCRHP4	272
MDFIC2	778
AC134025.1	103
COX6CP6	228
HMGB1P36	576
RNU6-281P	103
AC096971.1	133
FOXP1	13628
AC138058.1	449
FOXP1-AS1	700
MIR1284	120
AC097634.2	604
FOXP1-IT1	3539
AC097634.3	820
AC097634.1	2467
EIF4E3	10779
GPR27	2447
PROK2	1612
RN7SL271P	287
UBE2Q2P9	202
LINC00877	4878
AC105265.3	496
AC105265.4	306
AC105265.1	179
AC105265.2	838
LINC00870	2933
AC112219.2	532
AC112219.1	1054
AC134508.1	2977
RYBP	7215
AC104435.2	866
RNU1-62P	164
AC104435.1	166
RNA5SP136	107
SHQ1	5841
AC134050.1	933
AC114876.1	1366
LAPTM4BP2	446
GXYLT2	3667
FTH1P23	550
PPP4R2	5964
RNU7-19P	66
EBLN2	1679
RNU6-557P	110
RNU2-64P	191
CCDC75P1	791
RNU6-1270P	108
PDZRN3	6136
RNU7-119P	63
PDZRN3-AS1	1598
AC117489.1	3217
AC108725.1	409
LINC02005	782
LINC02047	1371
AC016930.1	2205
AKR1B1P2	934
CNTN3	5109
AC128653.1	89
NIPA2P2	1083
RN7SL294P	293
HNRNPA3P6	1006
MYLKP1	1580
AC117481.1	77
AC131233.1	955
OR7E22P	1277
AC139453.1	983
AC139453.3	369
LSP1P2	133
AC139453.2	133
ALG1L6P	758
FAM86DP	3626
LINC02018	1862
ENPP7P2	943
SNRPCP10	210
AC133041.1	550
RPS3AP15	781
AC108724.1	352
OR7E121P	1022
UNC93B3	687
RPL23AP49	1138
AC108724.2	290
CLUHP10	980
MIR1324	96
AGGF1P3	1213
RARRES2P1	481
FRG2C	2078
DUX4L26	1255
LINC00960	3181
ZNF717	6871
RN7SL92P	299
MIR4273	84
ROBO2	16663
AC026877.1	1496
RNU6-386P	107
VDAC1P7	847
RNU6-217P	104
AC134729.1	82
LINC02077	409
AC117462.1	554
RN7SL647P	298
RN7SKP61	295
AC108752.1	1047
MRPS17P3	385
ROBO1	10875
AC055731.1	401
RN7SL751P	288
MIR3923	83
AC117479.1	93
HMGB1P38	577
OSBPL9P1	1469
HNRNPA3P8	974
AC108740.1	225
AC068756.1	403
LINC02050	712
LINC02027	596
AC099542.2	553
AC099542.1	1261
AC107302.1	1032
GBE1	5171
RNU2-28P	189
SETP6	568
AC017015.1	286
AC017015.2	376
AC129807.1	591
LINC02008	2017
RPL7AP23	776
CYP51A1P1	1507
SRRM1P2	1192
AC108696.1	142
AC107025.1	88
LINC00971	8031
AC117482.1	911
LINC02025	360
AC132660.1	67
CADM2	9990
MIR5688	83
CADM2-AS2	768
CADM2-AS1	2656
THAP12P2	2267
snoZ40	72
RNU6-1129P	104
AC108733.1	705
RN7SKP284	343
LINC02070	1321
AC108706.1	297
VGLL3	12714
PPATP1	1547
LINC00506	5011
MIR4795	89
CHMP2B	3106
POU1F1	1569
KRT8P25	1456
APOOP2	539
PSMC1P6	1319
AC117513.1	766
RNU6-873P	107
RNU6ATAC6P	126
HTR1F	3140
CGGBP1	6490
ZNF654	6786
CBX5P1	561
C3orf38	3478
ABCF2P1	1867
AC108750.1	3300
NDUFA5P5	342
ICE2P2	2787
GAPDHP50	993
EPHA3	6674
MTCO2P6	685
MTCO1P6	1384
RNU6-712P	100
PROS2P	1951
HSPE1P19	295
RNU6-488P	99
PROS1	4429
RNU6-511P	107
ARL13B	4154
HMGN1P7	313
STX19	1158
DHFR2	4659
NSUN3	5635
RBBP4P2	1264
RNU7-108P	60
ARMC10P1	855
AC140059.1	361
WDR82P1	939
LINC00879	1879
RPS18P6	458
MTHFD2P1	2709
AC108739.1	86
AC107304.1	296
HNRNPKP4	1386
AC108697.1	96
AC107015.1	747
RNU6-1094P	104
MTRNR2L12	1049
RPL18AP8	528
AC117444.1	86
RCC2P5	1487
CDV3P1	739
EPHA6	6291
AC117470.1	330
AC110491.1	2010
ARL6	4574
AC110491.3	460
CRYBG3	10929
AC110491.2	646
RIOX2	6880
GABRR3	5703
OR5BM1P	366
OR5AC1	925
OR5AC2	930
AC117460.1	467
OR5AC4P	985
POU5F1P7	541
OR5H1	5999
OR5H14	7365
OR5H15	942
OR5H5P	928
OR5H3P	919
OR5H4P	923
AC117473.1	392
OR5H7P	930
OR5H6	1197
OR5H2	945
OR5H8	1045
OR5K4	966
OR5K3	966
UBFD1P1	814
OR5K1	3552
OR5K2	1060
CLDND1	5217
CPOX	3666
AC021660.2	388
RPL38P4	214
GPR15	1252
AC021660.1	650
WWP1P1	2769
ST3GAL6-AS1	843
ST3GAL6	6288
PDLIM1P4	1006
DCBLD2	11274
RNU6-26P	107
AC091212.1	395
RNU6-1263P	106
LINC00973	962
ACTG1P13	1043
AC107297.1	176
AC078828.1	547
AC107029.1	465
AC107029.2	2305
COL8A1	9408
AC055723.1	92
AC069222.1	3360
CMSS1	7210
FILIP1L	5903
MIR3921	85
TMEM30CP	1291
DUSP12P1	516
SNORD61	145
VTI1BP1	700
TBC1D23	5168
NIT2	9264
TOMM70	5387
LNP1	2249
TMEM45A	6005
ADGRG7	4091
GMFBP1	427
TFG	4994
ABI3BP	10978
AC080014.1	1201
RNU6-865P	107
ACTR3P3	893
IMPG2	8337
SENP7	6396
ZNF90P1	1951
AC110994.1	406
AC110994.2	492
FAM172BP	1089
TRMT10C	1888
PCNP	3102
AC073861.1	459
AC084198.1	402
RNU6-1256P	103
ZBTB11	7416
ZBTB11-AS1	2743
RPL24	2682
PDCL3P4	720
CEP97	9550
NXPE3	8635
AC020651.1	360
NFKBIZ	5902
LINC02085	2051
AC106712.1	2157
ZPLD1	5130
AC108748.1	515
RNU6-461P	107
RNU1-43P	165
NDUFA4P2	244
MIR548AB	84
AC046144.1	1853
TUBBP11	252
AC016970.1	89
RAP1BP2	544
AC091804.1	567
ALCAM	7179
CBLB	11840
AC079382.1	557
LINC00882	3882
FCF1P3	590
MTND4P16	1367
MTND4LP3	276
MTND3P6	339
MTCO3P35	781
MTATP6P22	598
MTND5P16	1703
MTND6P6	263
MTCO1P35	228
MTND1P16	898
MTND2P14	351
RNU6-1308P	103
AC074043.1	1776
DUBR	4206
AC063944.1	3416
AC063944.2	1368
AC063944.3	533
CCDC54	1444
LINC01990	1487
BBX	11877
LINC00635	4547
LINC00636	1264
AC012020.1	1728
CD47	7895
LINC01215	2592
IFT57	3766
HHLA2	3627
AC078855.1	87
HNRNPA1P17	924
MYH15	7694
AC069499.1	509
KIAA1524	4579
AC069499.2	382
DZIP3	6972
AC092185.1	97
RETNLB	1106
TRAT1	2528
GUCA1C	1180
MORC1	3764
MORC1-AS1	564
C3orf85	2547
AC063923.2	928
LINC00488	2520
RNU6-1236P	99
AC063923.1	1619
DPPA2	1383
DPPA4	4996
AC124945.1	188
AC092905.1	1034
H3F3AP3	407
LINC01205	2618
PPIAP15	484
MIR4445	70
AC078980.1	262
DIMT1P1	763
AC068781.1	618
AC078918.1	228
AC117430.1	801
RNU6ATAC15P	121
RPSAP29	869
AC117402.1	1363
NECTIN3-AS1	1665
NECTIN3	6184
CD96	5762
AC092916.1	411
ATP6V0CP2	207
AC092916.2	417
ZBED2	2311
AC055748.1	959
PLCXD2	8974
PLCXD2-AS1	491
PHLDB2	12309
ABHD10	3021
TAGLN3	1791
RFKP2	477
TMPRSS7	3050
C3orf52	6021
MIR567	98
GCSAM	3783
AC128688.2	1937
SLC9C1	4250
AC128688.1	519
AC112487.1	1262
AC112487.2	304
CD200	2991
AC092894.1	1563
BTLA	3697
OR7E100P	1015
AC092692.1	2595
ATG3	6111
SLC35A5	4853
CCDC80	13071
AC048334.1	159
LINC02042	2022
AC092892.1	770
CD200R1L	1710
CD200R1	3905
AC074044.1	707
GTPBP8	3826
NEPRO	6494
AC078785.1	2084
AC078785.3	425
AC078785.2	1253
LINC02044	2502
BOC	10330
CFAP44	12143
AC026348.1	1053
CFAP44-AS1	1023
SPICE1	7941
SIDT1	8060
SIDT1-AS1	465
MIR4446	67
RN7SL767P	277
USF3	13738
NAA50	6436
AC108693.1	432
AC108693.2	303
ATP6V1A	5130
GRAMD1C	7814
AC079944.1	495
AC079944.2	734
VPS26AP1	979
AC128687.2	566
ZDHHC23	7138
CCDC191	5303
AC128687.1	619
QTRT2	8054
AC092896.1	380
DRD3	2101
AC093010.2	3101
AC093010.1	1624
ZNF80	2948
TIGIT	6091
AC093010.3	15214
ZBTB20	31872
MIR568	95
ZBTB20-AS1	2035
ZBTB20-AS5	1855
ZBTB20-AS2	372
MIR4796	81
ZBTB20-AS3	464
YBX1P3	909
ZBTB20-AS4	675
AC046136.1	533
EIF4E2P2	736
GAP43	2087
AC092468.1	562
LSAMP	10330
RN7SL815P	291
LSAMP-AS1	553
LINC00903	223
RN7SL582P	277
BZW1P2	826
TUSC7	3324
MIR4447	91
LINC00901	1452
RNU5E-8P	116
PTMAP8	342
RNU6-1200P	107
AC092691.1	554
AC092691.2	803
LINC02024	969
AC092691.3	510
AC068633.1	1069
IGSF11	4899
IGSF11-AS1	1604
C3orf30	1964
AC083800.1	246
UPK1B	2266
B4GALT4	7145
B4GALT4-AS1	544
ARHGAP31	9384
RPS26P21	348
ARHGAP31-AS1	624
RNU6-1127P	107
TMEM39A	5333
POGLUT1	7097
AC073352.1	504
TIMMDC1	2730
CD80	3201
AC073352.2	439
ADPRH	4615
PLA1A	2202
RPL10P7	625
POPDC2	2445
COX17	2172
MAATS1	7106
AC069444.1	266
NR1I2	5381
PHBP8	725
GSK3B	8006
AC092910.1	1129
AC092910.2	348
AC092910.3	2194
RN7SL762P	289
RN7SL397P	296
GPR156	6058
AC063952.2	1227
LRRC58	7903
AC063952.1	4265
AC063952.4	825
AC063952.3	308
FSTL1	8727
AC126182.1	750
AC126182.2	339
NDUFB4	1889
HGD	2983
RABL3	4684
MTCO1P29	288
MTCO2P29	189
GTF2E1	3370
NAP1L1P3	880
LINC02049	747
STXBP5L	11085
AC072026.1	201
MIR5682	76
AC078857.1	667
AC079841.1	950
POLQ	9400
RPL7AP11	799
ARGFX	992
FBXO40	5929
HCLS1	5093
RN7SL172P	301
RNU4-62P	130
GOLGB1	11865
IQCB1	3049
EAF2	1770
SLC15A2	6210
AC072031.1	85
ILDR1	2953
CD86	3433
CASR	10625
AC068754.1	70
HNRNPA1P23	1133
CSTA	1373
CCDC58	1746
FAM162A	3793
WDR5B	3720
AC083798.2	2891
AC083798.1	131
KPNA1	8451
AC096861.1	240
PARP9	8938
DTX3L	5868
PARP15	5507
EIF4BP8	1826
PARP14	10495
HSPBAP1	5434
DIRC2	3596
LINC02035	5476
SEMA5B	6224
AC078794.1	126
PDIA5	4030
SEC22A	4698
AC112503.2	552
ADCY5	8873
AC112503.1	391
HACD2	5351
MYLK-AS1	980
MYLK	22167
MYLK-AS2	827
AC020634.1	549
SNORA5	131
CCDC14	11423
ROPN1	4518
AC117401.1	91
KALRN	24490
MIR5002	97
RPL7P15	712
RNU6-143P	93
AC080008.1	99
AC022336.2	2538
UMPS	7579
MIR544B	78
AC022336.1	337
ITGB5	6447
ITGB5-AS1	460
AC022336.3	1986
ENO1P3	1224
MUC13	3496
HEG1	9925
RNA5SP137	135
SLC12A8	5586
RNU6-230P	104
MIR5092	88
ZNF148	10574
DUTP1	470
AC108688.1	713
RNU6-232P	64
SNX4	2709
OSBPL11	4191
AF186996.7	209
AF186996.6	149
AF186996.2	995
AF186996.3	964
AF186996.8	907
AF186996.5	904
AF186996.1	1103
AF186996.4	377
AC092902.5	4236
AC092902.6	218
AC092902.3	373
AC092902.1	359
MIR548I1	149
RPS3AP14	780
SNRPCP11	205
AC092902.2	6732
ENPP7P4	1086
AC092903.2	427
FAM86JP	2519
ALG1L	843
AC092903.1	262
ROPN1B	4048
SLC41A3	6592
AC117422.1	463
AC079848.1	645
ALDH1L1	13712
ALDH1L1-AS1	437
U1	289
ALDH1L1-AS2	2719
AC016924.1	795
AC063919.1	254
KLF15	2848
CCDC37-AS1	986
CFAP100	3352
AC073439.1	1774
ZXDC	7357
UROC1	3329
CHST13	1789
C3orf22	2187
RNA5SP138	114
TXNRD3NB	1134
TXNRD3	3055
AC024558.1	528
NUP210P1	1194
AC078867.1	1118
CHCHD6	2763
RCC2P4	1042
AC011199.1	3362
PLXNA1	10944
C3orf56	1740
AC112482.1	688
RNU6-1047P	107
AC133681.1	601
LINC02016	927
LINC01471	3707
AC016968.1	697
LINC02034	760
AC084035.1	607
TPRA1	3596
MCM2	4902
PODXL2	2186
AC023593.1	107
ABTB1	6149
MGLL	10102
KBTBD12	5818
RNA5SP139	117
SEC61A1	4697
RUVBL1	6860
RNU2-37P	177
RUVBL1-AS1	588
RNU6-823P	103
EEFSEC	2421
MIR1280	94
DNAJB8	3645
DNAJB8-AS1	1798
GATA2	4459
GATA2-AS1	2283
TMED10P2	612
LINC01565	2697
RPN1	3992
POU5F1P6	990
SNORA24	266
RAB7A	2717
MARK2P8	952
FTH1P4	553
RN7SL698P	299
AC023598.1	361
MARK2P17	841
MARK3P3	727
MARK2P6	897
AC112484.4	811
AC112484.2	1456
AC112484.3	329
ACAD9	4327
KIAA1257	7811
AC112484.1	2660
AC112484.5	228
EFCC1	2945
AC108673.1	1159
GP9	889
RAB43	4991
ISY1-RAB43	4868
AC108673.2	565
ISY1	4102
AC108673.3	335
CNBP	1927
RPS27P12	258
COPG1	4425
HMCES	2783
H1FX	1507
H1FX-AS1	3420
NUP210P3	388
AC137695.1	489
AC137695.2	754
AL449212.1	517
RPL32P3	4504
SNORA7B	139
EFCAB12	7789
MBD4	3356
IFT122	9636
RHO	2592
H1FOO	1264
PLXND1	9738
RN7SL752P	297
AC023162.1	474
TMCC1	7819
RNU6-1142P	100
AC083799.1	910
TMCC1-AS1	4623
AC083906.3	466
TRH	1978
AC083906.1	494
AC083906.6	219
